-47.749, -54.865, 100
-46.997, -53.012, 100
-46.245, -51.158, 100
-45.505, -49.3, 100
-44.766, -47.442, 100
-44.038, -45.579, 100
-43.312, -43.716, 100
-42.597, -41.848, 100
-41.885, -39.979, 100
-41.182, -38.106, 100
-40.484, -36.232, 98.574
-39.79, -34.356, 95.963
-39.104, -32.478, 93.279
-38.422, -30.597, 90.515
-37.744, -28.716, 87.664
-37.069, -26.833, 84.717
-36.395, -24.95, 81.663
-35.719, -23.068, 78.491
-35.037, -21.188, 75.186
-34.344, -19.312, 71.728
-33.632, -17.443, 68.095
-32.886, -15.587, 64.257
-32.081, -13.757, 60.175
-31.19, -11.967, 55.795
-30.146, -10.262, 51.043
-28.851, -8.742, 45.807
-27.242, -7.567, 41.791
-25.378, -6.86, 44.076
-23.403, -6.558, 50.76
-21.405, -6.491, 59.081
-19.406, -6.554, 61.682
-17.411, -6.682, 57.417
-15.417, -6.841, 52.808
-13.424, -7.009, 47.757
-11.431, -7.178, 42.104
-9.438, -7.338, 35.563
-7.58, -7.882, 27.804
-6.989, -9.713, 32.083
-7.467, -11.647, 46.104
-8.304, -13.462, 58.149
-9.305, -15.193, 68.187
-10.396, -16.869, 76.848
-11.557, -18.497, 84.274
-12.761, -20.094, 90.878
-13.998, -21.666, 96.793
-15.262, -23.215, 100
-16.55, -24.746, 100
-17.857, -26.26, 100
-19.18, -27.76, 100
-20.516, -29.247, 100
-21.866, -30.724, 100
-23.225, -32.19, 100
-24.595, -33.648, 100
-25.973, -35.097, 99.283
-27.359, -36.539, 96.691
-28.752, -37.974, 94.027
-30.151, -39.403, 91.286
-31.556, -40.827, 88.46
-32.968, -42.243, 85.54
-34.385, -43.654, 82.518
-35.807, -45.061, 79.38
-37.233, -46.463, 76.113
-38.664, -47.861, 72.699
-40.099, -49.253, 69.117
-41.539, -50.642, 65.339
-42.982, -52.027, 61.328
-44.428, -53.408, 57.036
-45.877, -54.786, 52.394
-47.331, -56.16, 47.299
-48.788, -57.53, 41.583
-50.183, -58.947, 34.987
-50.356, -60.835, 27.251
-48.611, -61.718, 46.673
-46.625, -61.939, 65.579
-44.626, -61.945, 79.945
-42.628, -61.854, 91.502
-40.633, -61.707, 92.566
-38.642, -61.526, 89.78
-36.652, -61.326, 86.905
-34.663, -61.115, 83.931
-32.675, -60.898, 80.848
-30.686, -60.682, 77.643
-28.698, -60.47, 74.3
-26.708, -60.264, 70.798
-24.718, -60.069, 67.115
-22.726, -59.887, 63.217
-20.733, -59.722, 59.063
-18.738, -59.576, 54.593
-16.742, -59.45, 49.724
-14.745, -59.348, 44.322
-12.746, -59.273, 38.164
-10.747, -59.232, 30.797
-8.747, -59.226, 20.987
-7.013, -59.248, 0
-7.013, -59.248, 0
12.986, -59.5, 0
endData
127
100
200
-47.749, -54.865, -26.092, -2.011, -36.147, -5.363, -8.302, -7.425
-8.302, -7.425, -0.825, -10.261, -26.221, -36.43, -50.069, -58.732
-50.069, -58.732, -54.452, -65.951, -28.928, -58.732, -7.013, -59.248
